# PocketRoles lang/defaults-history.tsv, made by tools/LangTool (dotnet run --project tools/LangTool -- history). Do not edit by hand.
# Texts earlier versions shipped as the default of lang/<file>, and the texts of a contributor's commit (PR #1's
# zh-CN.json), never today's: the first 16 hex digits of the SHA-256 of the text, and the generation in which it was
# replaced. Lang.Load gives a host's BepInEx/PocketRoles/lang/<file> the new default only where the text is still one
# of these (replaced after the generation that file last got, BepInEx/PocketRoles/lang/defaults-applied.txt); a text
# the host wrote is never touched.
generation	8
# file	key	generation	hash
en.json	role.sheriff.desc	1	58d4cb3e480e5547
en.json	role.sheriff.desc	1	8c0a72f5ac4f3074
en.json	role.snitch.desc	4	14152ee388deae12
en.json	summary.legend	1	ad9f881501629877
en.json	summary.legend.compat	1	6184beebaf06e313
en.json	translate.compat.oneway	1	2e9bea6239c61c93
en.json	translate.disabled.notice	8	5e84db96c290c01d
en.json	translate.disabled.notice	8	d85feed708622136
en.json	ui.gear.register	1	3aba14de99d2cf69
en.json	ui.gear.register.notice	1	37c170dba1ce5198
en.json	ui.gear.register.notice	1	76d683d9e906da91
en.json	version.mismatch	1	634a15b5674e2f98
en.json	version.mismatch.ignored	1	95bf9aa39fc81692
en.json	vset.usage	1	ab6a52a15b17a7e7
en.json	welcome.1	1	05e1315ac40b4876
en.json	welcome.1	1	7491e2b12c7e54f7
en.json	welcome.1	1	a37ceb741b205fdc
en.json	welcome.1	1	cb100c7dbf9e0e31
en.json	welcome.2.compat	1	a89085fc49b3944a
en.json	welcome.2.private	1	68ac861188f96b2e
en.json	welcome.2.public	1	c6d56ab625d48a1d
ja.json	about.compat.1	1	193e1ddcfee81a64
ja.json	about.compat.1	1	50b8e3fab3db7a18
ja.json	about.compat.1	1	b51d15249a6079b5
ja.json	about.compat.2	1	35256cb3dcf0e70c
ja.json	about.roles	1	707cc16a65abc4ba
ja.json	about.roles	1	a3face3151855980
ja.json	ac.callout.role.viper	1	bcdd4c84f9d5772f
ja.json	ac.cleared	1	dbbf72ca147754d4
ja.json	ac.exempt	1	6dc3cc25928e209d
ja.json	ac.kicked	1	881fc8361f49e924
ja.json	ac.kicked.public	1	223e6be14c301a61
ja.json	ac.list.header	1	a0fb340ef6af47e8
ja.json	ac.list.none	1	2839528471d3ef12
ja.json	ac.notice	1	c75787a634806ff0
ja.json	ac.notice.appeal	8	e3bdff9e62434ad8
ja.json	ac.notice.callout	1	10e8093332172b26
ja.json	ac.rule.colorspam	1	5b7e65755c42f1c4
ja.json	ac.rule.namechange	1	5e9a743e7ec9661b
ja.json	ac.rule.protect	1	dfe0a817b54ae65b
ja.json	ac.rule.speedhack	1	4873abe2c0d717ee
ja.json	ac.test.later	2	af02903a955dd808
ja.json	ac.usage	1	37be817eaeee7c08
ja.json	ac.usage	1	4731c01aad020dd2
ja.json	ac.usage	1	713f28d3809d1f51
ja.json	ac.usage	2	725f7eba55f5c665
ja.json	ac.usage	1	7d9e570824f1908b
ja.json	ac.usage	1	e9af15b1f816ba28
ja.json	aegis.appeal.modban	8	2256e6f297f13f60
ja.json	aegis.appeal.note	8	170a5ecfc1d1b8e0
ja.json	aegis.appeal.roomonly	8	8403cbf3b0006fd2
ja.json	aegis.join.code	8	859bb3d5ec73e941
ja.json	aegis.join.host	1	477e6e9973976af8
ja.json	aegis.join.public	1	3fc1be5a9db7e981
ja.json	aegis.join.public	1	6be89acf4055bd67
ja.json	aegis.join.public.id	8	4c97004bcec9b841
ja.json	aegis.join.you	1	4f76e744eb601cb7
ja.json	aegis.join.you	1	d00a9b8c5599af8c
ja.json	aegis.report.done	1	2d15cccf1830a829
ja.json	aegis.report.done	1	c9c7d9afc9bac019
ja.json	aegis.stop.public	2	e2ef9a9691fc4be2
ja.json	aegis.stop.skip.cap	2	bc6b4bb4f307830e
ja.json	aegis.stop.skip.noeffect	2	9d3fb7fae4968076
ja.json	aegis.stop.wait	2	488b8fab46449d0e
ja.json	aegis.unban.done	1	323c42988ff61f70
ja.json	aegis.update.popup	8	f9ff7af32c69f274
ja.json	aegis.update.rules.below	8	90d2b17252e20794
ja.json	aegis.update.rules.ignored	8	f4ab855dcb626fc3
ja.json	aegis.update.rules.ok	8	25786c05e4e3cab6
ja.json	aegis.update.rules.src.lenient	8	a16b09a7d3635080
ja.json	aegis.update.rules.updated.lenient	8	22eba30d363c7c1e
ja.json	aegis.update.steam.inplace	8	be6e5590d5b5945b
ja.json	aegis.update.steam.short.inplace	8	b6d299d5bab552be
ja.json	aegis.update.toast	8	738042ffef994e3b
ja.json	cmd.announce.compat	1	e16a92f4c3837266
ja.json	cmd.announce.compat.self	1	29d9533f6082f0b3
ja.json	cmd.announce.step3	1	41042710a2d96069
ja.json	cmd.announce.step3	1	8ee6d8431ad1063f
ja.json	cmd.ban.usage	1	0de3f6f3d64c41a6
ja.json	cmd.id.none	8	e08e1c77b4be785b
ja.json	cmd.id.reply	8	eb756188a480d688
ja.json	cmd.lang.default	1	14724f4a45444a7d
ja.json	cmd.lang.default.usage	1	860a6ecc10353084
ja.json	cmd.lang.state	1	27b090e390b53c05
ja.json	cmd.lang.usage	1	f2af22e181f79472
ja.json	cmd.move.auto	1	a90e8fef39af9a9d
ja.json	cmd.move.auto	1	b96904f91bd9165e
ja.json	cmd.move.registered	1	3faa50852bbe111e
ja.json	cmd.move.registered	1	5ff24febdeaae71b
ja.json	cmd.move.sent	1	e1d93ed06587db7e
ja.json	cmd.move.usage	1	63cc4fa21724cd6b
ja.json	cmd.opt.usage2	1	06300f6e301b39f4
ja.json	cmd.opt.usage2	1	459aebe28b5533a0
ja.json	cmd.opt.usage2	1	5257bbe17b8ef16d
ja.json	cmd.opt.usage2	1	d0ca363ff607e31e
ja.json	cmd.region.auto	8	4c764a3ea24a2c97
ja.json	cmd.region.notable	8	69212c70d93a9ebb
ja.json	cmd.ro.madmate	1	e53f26b603d3ad50
ja.json	cmd.ro.sheriff	1	5999bd54ee518c96
ja.json	cmd.ro.sheriff.madmate	1	aef9a17578ea9312
ja.json	cmd.show.compat.player	1	1170792ca6d4e4a6
ja.json	cmd.show.compat.player	1	3eadd2ac7f9e21c0
ja.json	cmd.welcome.usage	1	cd0f9f0b8c07439b
ja.json	compat.norole	1	72c36157e5665cb3
ja.json	compat.norole	1	74c3946217d1ac88
ja.json	compat.norole	1	d70d889902b9836c
ja.json	compat.on.public	1	284a7013d081b7a7
ja.json	compat.roles.off	1	05d09b4735bc5faf
ja.json	compat.roles.off	1	5f94c595a493a1e5
ja.json	compat.roles.off	1	c3f6d09224c07c82
ja.json	compat.welcome	1	0ebafe83dc863de0
ja.json	compat.welcome	1	1e84a88da84ca789
ja.json	compat.welcome	1	5b3ce67d2086563e
ja.json	compat.welcome	1	b84219c37012870b
ja.json	compat.welcome	1	f9a8df011ce97e64
ja.json	discord.kind.compat	1	516d17b62079564a
ja.json	discord.kind.compat	1	cbda7ed9e35f6ec4
ja.json	discord.kind.roles	1	f3911a8942307a61
ja.json	guardian.limit	1	40416a8f73340ae9
ja.json	guide.clip	1	46526bfe7f8d111c
ja.json	guide.move.auto.en	1	7b413e655322cdaf
ja.json	guide.move.auto.ja	1	fac31475175d8242
ja.json	guide.move.auto.zh	1	93750c7ee8122ee0
ja.json	guide.move.code.en	1	d4b3dbced154ed45
ja.json	guide.move.code.ja	1	fd0a41a6ba63f9b8
ja.json	guide.move.code.zh	1	70ec500cefdf8903
ja.json	guide.move.done	1	6c8b16edc2feba9d
ja.json	guide.move.done	1	fd23bd9c67299260
ja.json	guide.move.name.en	1	cc3bbbcd560f145e
ja.json	guide.move.name.ja	1	9b4966d60c255c4f
ja.json	guide.move.name.zh	1	a7565637001e195b
ja.json	guide.overlay.role	1	46526bfe7f8d111c
ja.json	help.compat.1	1	6c5105787778591f
ja.json	help.compat.1	1	9b0826f95ffdfec3
ja.json	help.compat.2	1	169b918869a8efdd
ja.json	help.compat.2	1	30804ced7ae71f05
ja.json	help.compat.2	1	7fc6b73dc994e104
ja.json	help.host.8	1	a3d94e9e5b7eaa87
ja.json	help.host.me	1	1d9576118462db40
ja.json	help.host.me	1	22f30d5608404363
ja.json	help.host.ng	1	052eba66e1403ca3
ja.json	help.lang	1	56a8cf44c8279927
ja.json	help.time	1	f4ca4765a06fec16
ja.json	help.translate.compat	1	e882996d8bb4c802
ja.json	me.set	1	be962c89e4dc12b5
ja.json	me.state	1	8928f3e6164812b4
ja.json	me.state.none	1	d105684e70d18de6
ja.json	me.usage	1	41b93e0b0a073d94
ja.json	me.usage	1	8fea8f6d3a0b58d3
ja.json	menu.panel.desc1	1	70dc9c1f3f8e8842
ja.json	menu.panel.desc2	1	52f0803f6d909463
ja.json	ng.usage	8	618056920d78535b
ja.json	ng.usage	1	f7ccd4a3bb7e274c
ja.json	opt.compat	1	0dd0cac07f6673cc
ja.json	opt.compat	1	74eb8bd302a197f5
ja.json	opt.general	1	70931e899226b23d
ja.json	opt.name.anticheat	1	b97d740c07bf4326
ja.json	opt.name.register	1	5b24a3f468c17657
ja.json	opt.name.register	1	900e8487b38f46d1
ja.json	opt.name.sheriff.killmadmate	1	ee5520aaceae9c0c
ja.json	opt.tip.anticheat.autoreport	8	2705f324dcfcdbb7
ja.json	opt.tip.anticheat.banladder	1	38efecdb064c5538
ja.json	opt.tip.anticheat.callout	1	f4bfa4a1f10f28a8
ja.json	opt.tip.anticheat.endgame	2	52d0c920e4dfec52
ja.json	opt.tip.anticheat.remoterules	1	03522e55a84c6ede
ja.json	opt.tip.anticheat.remoterules	8	078cbe274478b389
ja.json	opt.tip.anticheat.remoterules	8	63ef4cbb03f6d10c
ja.json	opt.tip.anticheat.sharedbans	1	baf214122ee93bb9
ja.json	opt.tip.chat.welcomeall	1	09334c541883d887
ja.json	opt.tip.chat.welcomesettings	1	c0587077a305b86f
ja.json	opt.tip.guide.autoreg	1	1af2f35a2d7689ac
ja.json	opt.tip.guide.autoreg	1	6b01fc3ca7f8fc39
ja.json	opt.tip.lang	1	763cd02789d9a4a0
ja.json	opt.tip.lobby.maxping	1	14ea0ca948cbb044
ja.json	opt.tip.lobby.maxping	1	1913f74e3e3cfaae
ja.json	opt.tip.lobby.maxping	1	79864eba6dcfc481
ja.json	opt.tip.madmate.known	1	31d2220cb57f4bd4
ja.json	opt.tip.ng	1	7586f21dfe418e9f
ja.json	opt.tip.ng.kickat	1	811d1feb5eaf4cea
ja.json	opt.tip.register	1	03b6588de8bd2c24
ja.json	opt.tip.roles.vanilla	1	e536c7dc448be39e
ja.json	opt.tip.sheriff.killmadmate	1	99619572d6d6a49e
ja.json	opt.tip.translate.enabled	8	0ba2f2fb196fec05
ja.json	region.later	8	d586e657680f6ad2
ja.json	register.migrated	1	74de5f235de19011
ja.json	role.sheriff.desc	1	0cf99ee3b13ae694
ja.json	role.sheriff.desc	1	dcbac034c24c043e
ja.json	role.snitch.desc	4	f7645534473068aa
ja.json	summary.legend	1	09eab5276e88283b
ja.json	summary.legend.compat	1	35fe3058c9256118
ja.json	translate.compat.oneway	1	200e0a5724865ab8
ja.json	translate.disabled.notice	8	08ee4465b692fd14
ja.json	translate.disabled.notice	8	6a80a006e5a4fb51
ja.json	translate.title	1	f5df36954b599fb3
ja.json	ui.gear.register	1	0afcb59297145332
ja.json	ui.gear.register.notice	1	25fb76a9836c0db8
ja.json	ui.gear.register.notice	1	d8f3e507576563e8
ja.json	vanrole.crewmate	1	eb0e60e922dbbcf3
ja.json	vanrole.scientist	1	b6c918656bf086c6
ja.json	vanrole.viper	1	bcdd4c84f9d5772f
ja.json	version.mismatch	1	d064dd86c1f1f75b
ja.json	version.mismatch.ignored	1	8bf1a4eb267abfea
ja.json	vrole.sci	1	b6c918656bf086c6
ja.json	vrole.vp	1	bcdd4c84f9d5772f
ja.json	vset.name.discuss	2	aa2436067c7b6cc3
ja.json	vset.name.discuss	1	be946e5334b1b9b3
ja.json	vset.name.ga	1	cf7b0d2e89544fab
ja.json	vset.name.gacd	1	f2a52c2e7289c4ee
ja.json	vset.name.viper	1	3545d74e9690d7b7
ja.json	vset.usage	1	82e94d2e6f61a76f
ja.json	welcome.1	1	5928aee0ba02eca6
ja.json	welcome.1	1	e1becc0fdbb618a1
ja.json	welcome.1	1	e36176da830043be
ja.json	welcome.1	1	f7dd9a6c59db2caa
ja.json	welcome.2.compat	1	e16d922365fbe6ad
ja.json	welcome.2.private	1	627db1244c7859cc
ja.json	welcome.2.public	1	ce157704f80c4560
zh-CN.json	about.compat.1	1	3f4225f4f8cdad52
zh-CN.json	about.compat.1	1	725a4700abab8bdc
zh-CN.json	about.compat.1	1	a69355ba4fd896f4
zh-CN.json	about.compat.1	2	ebe9ddb2c78cb01b
zh-CN.json	about.compat.1.notr	8	d660cc09f4205258
zh-CN.json	about.compat.2	1	ad4607f1cf0d1394
zh-CN.json	about.roles	1	3754b2c6ca1f7e24
zh-CN.json	about.roles	1	397fd25afc3e85bd
zh-CN.json	about.roles	1	f2aaba82158b00ac
zh-CN.json	ac.callout.all	1	993e0cfd6fac9d93
zh-CN.json	ac.callout.detail	1	84d11b6a25f926e3
zh-CN.json	ac.callout.lobby	1	6007c166ea151637
zh-CN.json	ac.callout.role.imp	1	5ad7800f511029e1
zh-CN.json	ac.callout.role.phantom	1	10c3914c94c2916c
zh-CN.json	ac.callout.role.phantom	5	863d15a6b8e74bc9
zh-CN.json	ac.cleared	1	540dcb9f9063209e
zh-CN.json	ac.exempt	1	e86994465d0f3373
zh-CN.json	ac.kicked	1	ac77f75881644af3
zh-CN.json	ac.kicked.later	1	7073855036560280
zh-CN.json	ac.kicked.public	1	dc4fcf43bbf989b7
zh-CN.json	ac.list.header	1	85f0f21aaf01437c
zh-CN.json	ac.list.none	1	4932b452c5582f4f
zh-CN.json	ac.notice	1	e818f07d2a384394
zh-CN.json	ac.notice.appeal	8	006a7a2402c3dc2c
zh-CN.json	ac.notice.appeal	8	0bef1f2905bcc064
zh-CN.json	ac.notice.callout	1	78dcc737870c6027
zh-CN.json	ac.rule.callout	1	fe8c172f2b7f73e1
zh-CN.json	ac.rule.calloutrepeat	1	462fe19fe24ec1de
zh-CN.json	ac.rule.colorspam	1	86ae915f05f885ac
zh-CN.json	ac.rule.killphase	1	dcc9d2f267ba9c5a
zh-CN.json	ac.rule.namechange	1	684a27380f03abe2
zh-CN.json	ac.rule.protect	1	0c9fc22a978a83b1
zh-CN.json	ac.rule.report	2	457c9ce533526ff1
zh-CN.json	ac.rule.report	1	c7058778c17135b2
zh-CN.json	ac.rule.speedhack	1	79595307ea9a09fb
zh-CN.json	ac.rule.task	1	bf1e79e93f422be2
zh-CN.json	ac.rule.vent	2	a31e78f21fd28eb7
zh-CN.json	ac.rule.vent	1	f1f3fe145d2008d4
zh-CN.json	ac.rule.ventfar	1	ce957755965e701b
zh-CN.json	ac.rule.votecallout	1	40d42f61af98f725
zh-CN.json	ac.rules.lobby	2	a24c30917778c8b4
zh-CN.json	ac.rules.sig.ok	2	4ac72b5a81468c6d
zh-CN.json	ac.test.later	2	7f6f6de8f81fa277
zh-CN.json	ac.test.nostop.registered	2	eb613963dbfa1065
zh-CN.json	ac.test.self	1	56aed9c9e989a399
zh-CN.json	ac.usage	6	6e842e7054c69e84
zh-CN.json	ac.usage	1	84ece32b88c290d1
zh-CN.json	ac.usage	2	a8bb068a38094269
zh-CN.json	ac.usage	1	b66415ab35764732
zh-CN.json	ac.usage	1	b80cc5b24f00a854
zh-CN.json	ac.usage	1	f361532f9d6b2c9b
zh-CN.json	ac.usage	1	f43558380a572ef5
zh-CN.json	ac.votecallout.detail	1	792a322d63d7cf39
zh-CN.json	aegis.appeal.confirm	8	da43685c19c7b04e
zh-CN.json	aegis.appeal.confirm.cmd	8	afd1cdd614f5203a
zh-CN.json	aegis.appeal.lifted	8	c8fc3eeca7dd4727
zh-CN.json	aegis.appeal.modban	8	ace3fb584d764f98
zh-CN.json	aegis.appeal.modban	8	faabc77951cf6d2a
zh-CN.json	aegis.appeal.more	8	97057f8cc4882db6
zh-CN.json	aegis.appeal.note	8	2818c9cb13927057
zh-CN.json	aegis.appeal.note	8	f4db6964cba3a443
zh-CN.json	aegis.appeal.roomonly	8	4780be1bbc1de5ff
zh-CN.json	aegis.appeal.roomonly	8	b3c7f45ef3e9ef1b
zh-CN.json	aegis.ban.done	6	38a12c14284753b0
zh-CN.json	aegis.ban.done	7	82f8ad08685ce6e9
zh-CN.json	aegis.banbutton.done	6	2ef9720bca106fde
zh-CN.json	aegis.bans.header	6	4d884628191249ab
zh-CN.json	aegis.bans.header	2	5b0066abcb229474
zh-CN.json	aegis.bans.header	7	ec500b456409ad42
zh-CN.json	aegis.bans.none	7	53e99623a8b522d7
zh-CN.json	aegis.bans.none	6	c8a9be15ba371a0b
zh-CN.json	aegis.join.again	7	3a05060aae65dfd1
zh-CN.json	aegis.join.again	6	8e70a9b969af469e
zh-CN.json	aegis.join.early	6	2840dc2539f89b13
zh-CN.json	aegis.join.exempt	6	c876902ddb4fceee
zh-CN.json	aegis.join.host	6	05ceb4ea2fb490cc
zh-CN.json	aegis.join.host	1	b45ccdd2dbd8488a
zh-CN.json	aegis.join.public	1	2140ad88d55fd7f0
zh-CN.json	aegis.join.public	1	8081d5d1c0049dc3
zh-CN.json	aegis.join.public.id	8	82e8d8255dc585dc
zh-CN.json	aegis.join.removed	6	495e3be953753bfe
zh-CN.json	aegis.join.stuck	7	98e5c64933d21b50
zh-CN.json	aegis.join.stuck	6	f807faf4ef49f22d
zh-CN.json	aegis.join.you	1	287b16927c465e5f
zh-CN.json	aegis.join.you	1	98aefb89ddceb64c
zh-CN.json	aegis.kick.ban	6	579d3a515df25c3b
zh-CN.json	aegis.report.done	1	087ed16e6bd3c360
zh-CN.json	aegis.report.done	1	afae46aff0acafca
zh-CN.json	aegis.start.cancel	6	c7bdcaff5ab0b216
zh-CN.json	aegis.start.few	6	02cea0ac98207bd8
zh-CN.json	aegis.stop.failed	3	8003549abaec6353
zh-CN.json	aegis.stop.host	3	be997f572c101c11
zh-CN.json	aegis.stop.public	2	6911a93f1ef84b77
zh-CN.json	aegis.stop.skip.cap	2	58c4ba422bd0d320
